Altium Designer Pick and Place Locations
D:\LAB209B3\SpaceLiinTech_Eletroporator\DuAn_HighVoltage_Controller_V3\01_DESIGN\Project Outputs for DuAn_HighVoltage_V3\Pick Place for DuAn_HighVoltage_PCB_V3.0(Variant of DuAn_HighVoltage_V3).csv

========================================================================================================================
File Design Information:

Date:       12/04/26
Time:       23:25
Revision:   d97d30798e16fee276ec3f221d6a50c865f4a0a1
Variant:    Variant of DuAn_HighVoltage_V3
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R89","10k/1%","TopLayer","RES-SMD-0603","11.0366","50.3330","90","RES SMD 10K OHM 1% 1/10W 0603"
"R88","10k/1%","TopLayer","RES-SMD-0603","9.2706","50.3330","270","RES SMD 10K OHM 1% 1/10W 0603"
"R87","10k/1%","TopLayer","RES-SMD-0603","14.6524","46.6580","270","RES SMD 10K OHM 1% 1/10W 0603"
"R86","10k/1%","TopLayer","RES-SMD-0603","12.8676","46.6600","90","RES SMD 10K OHM 1% 1/10W 0603"
"Q17","AO3400","TopLayer","SOT23-123","13.8744","50.1001","270","MOSFET N-CH 30V 5.7A SOT23-3L"
"Q16","AO3401","TopLayer","SOT23-123","9.9882","46.7459","90","P-MOS 30V 4A"
"JP9","JUMP2","TopLayer","Jump2","17.2520","48.1760","270",""
"U21","ADUM1250","TopLayer","SO8","5.8206","41.6650","180","DGTL ISOLTR 2.5KV 2CH I2C 8-SOIC"
"R176","5.1k/1%","TopLayer","RES-SMD-0603","-0.3520","44.0198","0","RES SMD 5.1K OHM 1% 1/10W 0603"
"R175","5.1k/1%","TopLayer","RES-SMD-0603","-0.3520","42.3538","0","RES SMD 5.1K OHM 1% 1/10W 0603"
"R174","5.1k/1%","TopLayer","RES-SMD-0603","12.2930","42.3560","180","RES SMD 5.1K OHM 1% 1/10W 0603"
"R173","5.1k/1%","TopLayer","RES-SMD-0603","12.2930","43.9860","180","RES SMD 5.1K OHM 1% 1/10W 0603"
"LED3","LED","TopLayer","LED-0603-RED","-16.3950","56.5780","0","LED RED CLEAR 0603 SMD"
"LED2","LED","TopLayer","LED-0603-RED","-16.3950","54.2750","0","LED RED CLEAR 0603 SMD"
"JP8","JP3x2","TopLayer","JP3-C2T","23.3296","-47.8710","270","CONN RCPT 6POS 0.1 GOLD PCB"
"J14","Header4","BottomLayer","XH2.54-4-DIP","-16.3000","-0.4600","90","Connector 4"
"D10","1N4148","TopLayer","DIO-SMD-323","0.6430","51.9820","0","DIODE STANDARD 100V 150MA SOD323"
"D9","1N4148","TopLayer","DIO-SMD-323","0.6740","49.6570","0","DIODE STANDARD 100V 150MA SOD323"
"D8","SK34A","TopLayer","DIO-SMD-A","-14.7510","-53.0420","270","DIODE SCHOTTKY 40V 3A DO214AC"
"C134","100nF/25V","TopLayer","CN-SMD-0603","5.7956","50.3331","90","CAP CER 0.1UF 25V X7R 0603"
"C133","100nF/25V","TopLayer","CN-SMD-0603","2.9198","45.7689","0","CAP CER 0.1UF 25V X7R 0603"
"C132","470uF/10V","TopLayer","Tantalum_2917","-10.1860","-53.5370","270","CAP TANT 470UF 10% 10V 2917"
"C131","100uF/20V","TopLayer","Tantalum_2917","-11.2210","-31.3580","0","CAP TANT 100UF 10% 20V 2917"
"C111","100nF/25V","TopLayer","CN-SMD-0603","12.2931","39.0620","0","CAP CER 0.1UF 25V X7R 0603"
"C110","100nF/25V","TopLayer","CN-SMD-0603","12.2931","40.7000","0","CAP CER 0.1UF 25V X7R 0603"
"C109","100nF/25V","TopLayer","CN-SMD-0603","-0.3521","39.0110","180","CAP CER 0.1UF 25V X7R 0603"
"C108","100nF/25V","TopLayer","CN-SMD-0603","-0.3521","40.6910","180","CAP CER 0.1UF 25V X7R 0603"
"R206","10K/1%","TopLayer","RES-SMD-0603","0.4133","-7.6000","90","RES SMD 10K OHM 1% 1/10W 0603"
"R31","1K/1%","BottomLayer","RES-SMD-0603","11.3500","-14.0160","0","RES SMD 1K OHM 1% 1/10W 0603"
"JP7","JUMP2","TopLayer","Jump2","-4.7753","38.7690","180",""
"C130","100nF/25V","TopLayer","CN-SMD-0603","5.1303","-25.9791","270","CAP CER 0.1UF 25V X7R 0603"
"C129","100nF/25V","BottomLayer","CN-SMD-0603","-4.2001","-19.5250","180","CAP CER 0.1UF 25V X7R 0603"
"C128","100nF/25V","BottomLayer","CN-SMD-0603","-4.1999","-14.9418","0","CAP CER 0.1UF 25V X7R 0603"
"C127","100nF/25V","BottomLayer","CN-SMD-0603","-1.7305","-7.5808","90","CAP CER 0.1UF 25V X7R 0603"
"C126","100nF/25V","BottomLayer","CN-SMD-0603","11.3501","-10.8583","0","CAP CER 0.1UF 25V X7R 0603"
"C125","100nF/25V","TopLayer","CN-SMD-0603","-1.3110","-7.5999","90","CAP CER 0.1UF 25V X7R 0603"
"C124","100nF/25V","TopLayer","CN-SMD-0603","6.7889","-25.9791","270","CAP CER 0.1UF 25V X7R 0603"
"C123","100nF/25V","BottomLayer","CN-SMD-0603","-4.2001","-21.1342","180","CAP CER 0.1UF 25V X7R 0603"
"C122","100nF/25V","BottomLayer","CN-SMD-0603","11.3501","-12.4404","0","CAP CER 0.1UF 25V X7R 0603"
"R30","25mR/1%/1.5W","TopLayer","RES-SMD-1206","-39.6240","37.8462","0","RESISTOR - ISA-PLAN SHUNT, 0.025"
"U11B","TC1047AVNBTR","TopLayer","SOT23-132","-25.2180","-12.8830","270","SENSOR ANALOG -40C-125C SOT23-3"
"U11A","TC1047AVNBTR","TopLayer","SOT23-132","24.3500","12.9920","90","SENSOR ANALOG -40C-125C SOT23-3"
"U10","MAX232DR","TopLayer","SO16","16.9283","-28.3650","90","IC TRANSCEIVER FULL 2/2 16SOIC"
"U9","ADUM1201","TopLayer","SO8","25.1323","-28.3650","270","DGTL ISOLTR 2.5KV 2CH GP 8-SOIC"
"U1B","UCC21551BDWKR","TopLayer","UCC21551BDWKR","-35.9311","-20.4470","180","4A/6A 5KVRMS DUAL-CHANNEL ISOLAT"
"U1A","UCC21551BDWKR","TopLayer","UCC21551BDWKR","35.2431","20.5870","0","4A/6A 5KVRMS DUAL-CHANNEL ISOLAT"
"Tran1B","DA2034_AL","TopLayer","DA2034_AL","-50.1300","1.1810","180","Audio Transformers / Signal Transformers DA2032 Cap Chrgr For Linear LT3750/51"
"Tran1A","DA2034_AL","TopLayer","DA2034_AL","50.2080","-0.1030","0","Audio Transformers / Signal Transformers DA2032 Cap Chrgr For Linear LT3750/51"
"R35B","1K/1%","BottomLayer","RES-SMD-0603","-8.2510","-19.9930","180","RES SMD 1K OHM 1% 1/10W 0603"
"R35A","1K/1%","BottomLayer","RES-SMD-0603","-8.2780","-15.0590","180","RES SMD 1K OHM 1% 1/10W 0603"
"R34","22R/1%","TopLayer","RES-SMD-0603","17.0933","-22.5358","180","RES SMD 22 OHM 1% 1/10W 0603"
"R33","22R/1%","TopLayer","RES-SMD-0603","13.2833","-22.5358","0","RES SMD 22 OHM 1% 1/10W 0603"
"R32","22R/1%","TopLayer","RES-SMD-0603","23.2273","-22.3000","90","RES SMD 22 OHM 1% 1/10W 0603"
"R29","22R/1%","TopLayer","RES-SMD-0603","25.1323","-22.3000","90","RES SMD 22 OHM 1% 1/10W 0603"
"R9B","5.1k/1%","TopLayer","RES-SMD-0603","-46.5710","-16.5400","90","RES SMD 5.1K OHM 1% 1/10W 0603"
"R9A","5.1k/1%","TopLayer","RES-SMD-0603","45.5670","17.6040","270","RES SMD 5.1K OHM 1% 1/10W 0603"
"R8B","470R/1%","TopLayer","RES-SMD-0603","-44.1710","-16.5400","270","RES 470 OHM 1% 1/10W 0603"
"R8A","470R/1%","TopLayer","RES-SMD-0603","43.5230","17.6040","90","RES 470 OHM 1% 1/10W 0603"
"R7B","5.1k/1%","TopLayer","RES-SMD-0603","-26.7480","0.0000","0","RES SMD 5.1K OHM 1% 1/10W 0603"
"R7A","5.1k/1%","TopLayer","RES-SMD-0603","26.0600","0.1400","180","RES SMD 5.1K OHM 1% 1/10W 0603"
"R6B","11R/1%","TopLayer","RES-SMD-1206","-20.7002","-12.2530","90","RES SMD 11 OHM 1% 3/4W 1206"
"R6A","11R/1%","TopLayer","RES-SMD-1206","20.0002","12.0040","270","RES SMD 11 OHM 1% 3/4W 1206"
"R5B","51R/1%","TopLayer","RES-SMD-0603","-24.8070","-17.9350","90","RES SMD 51 OHM 1% 1/10W 0603"
"R5A","51R/1%","TopLayer","RES-SMD-0603","24.2000","18.2540","270","RES SMD 51 OHM 1% 1/10W 0603"
"R4B","11R/1%","TopLayer","RES-SMD-1206","-20.6998","-7.0940","270","RES SMD 11 OHM 1% 3/4W 1206"
"R4A","11R/1%","TopLayer","RES-SMD-1206","19.9998","6.8450","90","RES SMD 11 OHM 1% 3/4W 1206"
"R3B","51R/1%","TopLayer","RES-SMD-0603","-24.8070","-21.3350","90","RES SMD 51 OHM 1% 1/10W 0603"
"R3A","51R/1%","TopLayer","RES-SMD-0603","24.2000","21.5940","270","RES SMD 51 OHM 1% 1/10W 0603"
"R2B","2.1K/1%","TopLayer","RES-SMD-1206","-33.6069","-0.7621","225","RES 2.1K OHM 1% 2W 1206"
"R2A","3.6K/1%","TopLayer","RES-SMD-1206","32.9189","0.9021","45","RES 3.6K OHM 1% 1W 1206"
"R1B","1K/1%","TopLayer","RES-SMD-0603","-24.8070","-24.7350","90","RES SMD 1K OHM 1% 1/10W 0603"
"R1A","1K/1%","TopLayer","RES-SMD-0603","24.2000","24.8940","90","RES SMD 1K OHM 1% 1/10W 0603"
"Q2B","IPD60R600CM8XTMA1","TopLayer","TO252-123","-53.7210","-19.8120","180","MOSFET N-CH 600 V 7A (Tj) 64W (Tc) Surface Mount PG-TO252-3-313"
"Q2A","IPD60R600CM8XTMA1","TopLayer","TO252-123","52.8460","20.5920","0","MOSFET N-CH 600 V 7A (Tj) 64W (Tc) Surface Mount PG-TO252-3-313"
"Q1B","IPD082N10N3 G","TopLayer","TO252-123","-26.7480","-3.7000","180","MOSFET N-CH 100V 80A DPAK"
"Q1A","IPD082N10N3 G","TopLayer","TO252-123","26.0600","3.8400","0","MOSFET N-CH 100V 80A DPAK"
"J4","Header4","BottomLayer","XH2.54-4-DIP","14.3257","-38.2000","0","Connector 4"
"D3B","1N5819W","TopLayer","DIO-SMD-123","-20.7000","-1.3480","90","DIODE SCHOTTKY 40V 1A SOD123FL"
"D3A","1N5819W","TopLayer","DIO-SMD-123","20.0000","1.4880","270","DIODE SCHOTTKY 40V 1A SOD123FL"
"D2B","600V/5A","TopLayer","DIO-SMD-C","-35.5620","-8.7690","270","DIODE STANDARD 600V 5A DO214AB"
"D2A","600V/5A","TopLayer","DIO-SMD-C","34.8740","8.9090","90","DIODE STANDARD 600V 5A DO214AB"
"D1B","600V/5A","TopLayer","DIO-SMD-C","-63.2218","16.9283","45","DIODE STANDARD 600V 5A DO214AB"
"D1A","600V/5A","TopLayer","DIO-SMD-C","61.9688","-16.9672","225","DIODE STANDARD 600V 5A DO214AB"
"C75B","100nF/25V","BottomLayer","CN-SMD-0603","-8.2559","-18.3520","0","CAP CER 0.1UF 25V X7R 0603"
"C75A","100nF/25V","BottomLayer","CN-SMD-0603","-8.2869","-16.7110","0","CAP CER 0.1UF 25V X7R 0603"
"C74B","100nF/25V","TopLayer","CN-SMD-0603","-28.6050","-12.8929","90","CAP CER 0.1UF 25V X7R 0603"
"C74A","100nF/25V","TopLayer","CN-SMD-0603","27.8820","12.9059","270","CAP CER 0.1UF 25V X7R 0603"
"C73","100nF/25V","TopLayer","CN-SMD-0603","16.1543","-34.1650","0","CAP CER 0.1UF 25V X7R 0603"
"C72","100nF/25V","TopLayer","CN-SMD-0603","10.4300","-31.3978","90","CAP CER 0.1UF 25V X7R 0603"
